qseqid	sseqid	qstart	qend	sstart	send	evalue	score
gi|290753031|emb|CBH41007.1|	gi|290753036|emb|CBH41012.1|	1	59	1	60	5.96e-16	168
gi|290753031|emb|CBH41007.1|	gi|290752812|emb|CBH40787.1|	1	59	1	60	5.96e-16	168
gi|290753031|emb|CBH41007.1|	gi|290753032|emb|CBH41008.1|	1	66	1	58	5.35e-13	147
gi|290753031|emb|CBH41007.1|	gi|290752503|emb|CBH40475.1|	1	159	1	123	9.55e-12	139
gi|290753031|emb|CBH41007.1|	gi|290752688|emb|CBH40662.1|	1	28	1	28	2.53e-11	136
gi|290753031|emb|CBH41007.1|	gi|290752693|emb|CBH40667.1|	1	26	1	26	5.20e-11	132
gi|290753031|emb|CBH41007.1|	gi|290752692|emb|CBH40666.1|	1	32	1	32	2.95e-10	129
gi|290753031|emb|CBH41007.1|	gi|290752512|emb|CBH40484.1|	1	56	1	49	1.45e-09	124
gi|290753031|emb|CBH41007.1|	gi|290753035|emb|CBH41011.1|	1	79	1	79	3.68e-09	119
gi|290753031|emb|CBH41007.1|	gi|290752813|emb|CBH40788.1|	1	79	1	79	3.68e-09	119
gi|290753031|emb|CBH41007.1|	gi|290752941|emb|CBH40916.1|	6	63	8	74	1.22e-05	92
gi|290753031|emb|CBH41007.1|	gi|290752903|emb|CBH40878.1|	1	48	1	48	1.66e-05	88
gi|290753031|emb|CBH41007.1|	gi|290752690|emb|CBH40664.1|	2	28	3	30	9.41e-05	85
gi|290753031|emb|CBH41007.1|	gi|290752286|emb|CBH40257.1|	73	158	142	221	1.21e-04	85
gi|290753031|emb|CBH41007.1|	gi|290752901|emb|CBH40876.1|	1	63	1	72	1.77e-04	84
gi|290753031|emb|CBH41007.1|	gi|290752502|emb|CBH40474.1|	1	27	1	26	4.57e-04	79
gi|290753031|emb|CBH41007.1|	gi|290753052|emb|CBH41028.1|	1	27	1	27	5.23e-04	77
gi|290753031|emb|CBH41007.1|	gi|290752886|emb|CBH40861.1|	1	26	1	26	5.47e-04	80
gi|290753031|emb|CBH41007.1|	gi|290752278|emb|CBH40249.1|	1	27	1	27	5.81e-04	80
gi|290753031|emb|CBH41007.1|	gi|290752289|emb|CBH40260.1|	1	158	1	221	7.83e-04	78
gi|290753031|emb|CBH41007.1|	gi|290752302|emb|CBH40273.1|	1	26	1	27	0.001	77
gi|290753031|emb|CBH41007.1|	gi|290752501|emb|CBH40473.1|	1	38	1	40	0.001	77
gi|290753031|emb|CBH41007.1|	gi|290752639|emb|CBH40612.1|	2	27	3	29	0.005	71
gi|290753031|emb|CBH41007.1|	gi|290752744|emb|CBH40719.1|	1	23	1	23	0.007	71
gi|290753031|emb|CBH41007.1|	gi|290752900|emb|CBH40875.1|	1	41	1	39	0.010	70
gi|290753031|emb|CBH41007.1|	gi|290752525|emb|CBH40497.1|	1	26	1	27	0.010	70
gi|290753031|emb|CBH41007.1|	gi|290752500|emb|CBH40472.1|	1	30	1	32	0.013	68
gi|290753031|emb|CBH41007.1|	gi|290752369|emb|CBH40340.1|	6	32	9	35	0.020	68
gi|290753031|emb|CBH41007.1|	gi|290752691|emb|CBH40665.1|	94	160	93	163	0.041	64
gi|290753031|emb|CBH41007.1|	gi|290752623|emb|CBH40596.1|	1	40	1	42	0.050	63
gi|290753031|emb|CBH41007.1|	gi|290752495|emb|CBH40467.1|	1	27	1	28	0.054	64
gi|290753031|emb|CBH41007.1|	gi|290752409|emb|CBH40380.1|	1	25	1	25	0.11	61
gi|290753031|emb|CBH41007.1|	gi|290752972|emb|CBH40947.1|	7	81	9	78	0.17	59
gi|290753031|emb|CBH41007.1|	gi|290752638|emb|CBH40611.1|	1	35	1	35	0.19	59
gi|290753031|emb|CBH41007.1|	gi|290752924|emb|CBH40899.1|	3	68	80	145	0.24	59
gi|290753031|emb|CBH41007.1|	gi|290752734|emb|CBH40709.1|	3	68	80	145	0.24	59
gi|290753031|emb|CBH41007.1|	gi|290752556|emb|CBH40528.1|	3	68	80	145	0.24	59
gi|290753031|emb|CBH41007.1|	gi|290752622|emb|CBH40595.1|	1	28	1	30	0.29	58
gi|290753031|emb|CBH41007.1|	gi|290752494|emb|CBH40466.1|	7	25	6	24	0.33	57
gi|290753031|emb|CBH41007.1|	gi|290752422|emb|CBH40393.1|	6	51	1	51	0.37	57
gi|290753031|emb|CBH41007.1|	gi|290752840|emb|CBH40815.1|	31	145	142	270	0.44	56
gi|290753031|emb|CBH41007.1|	gi|290752867|emb|CBH40842.1|	1	32	1	33	0.46	55
gi|290753031|emb|CBH41007.1|	gi|290752505|emb|CBH40477.1|	15	26	15	26	1.2	52
gi|290753031|emb|CBH41007.1|	gi|290752902|emb|CBH40877.1|	59	133	93	165	2.5	49
gi|290753031|emb|CBH41007.1|	gi|290752303|emb|CBH40274.1|	22	71	1530	1589	2.9	50
gi|290753031|emb|CBH41007.1|	gi|290752517|emb|CBH40489.1|	1	25	1	25	4.0	49
gi|290753031|emb|CBH41007.1|	gi|290752685|emb|CBH40658.1|	1	25	1	25	4.4	48
gi|290753031|emb|CBH41007.1|	gi|290752780|emb|CBH40755.1|	176	209	39	72	5.6	47
gi|290753031|emb|CBH41007.1|	gi|290752428|emb|CBH40399.1|	1	50	1	48	6.2	47
gi|290753031|emb|CBH41007.1|	gi|290752706|emb|CBH40680.1|	7	27	10	29	6.3	47
gi|290753031|emb|CBH41007.1|	gi|290752519|emb|CBH40491.1|	110	138	130	158	6.4	47
gi|290753031|emb|CBH41007.1|	gi|290753065|emb|CBH41041.1|	2	25	3	25	7.4	43
gi|290753031|emb|CBH41007.1|	gi|290752575|emb|CBH40547.1|	1	25	6	30	7.7	44
gi|290753031|emb|CBH41007.1|	gi|290752676|emb|CBH40649.1|	3	34	9	41	8.4	46
gi|290753032|emb|CBH41008.1|	gi|290753032|emb|CBH41008.1|	1	242	1	242	9.13e-173	1211
gi|290753032|emb|CBH41008.1|	gi|290753030|emb|CBH41006.1|	1	232	1	250	2.94e-24	232
gi|290753032|emb|CBH41008.1|	gi|290753030|emb|CBH41006.1|	59	229	170	324	2.64e-17	182
gi|290753032|emb|CBH41008.1|	gi|290753042|emb|CBH41018.1|	1	236	1	250	2.11e-21	214
gi|290753032|emb|CBH41008.1|	gi|290753042|emb|CBH41018.1|	56	236	160	332	1.98e-20	207
gi|290753032|emb|CBH41008.1|	gi|290753042|emb|CBH41018.1|	56	229	246	407	2.44e-19	199
gi|290753032|emb|CBH41008.1|	gi|290752817|emb|CBH40792.1|	1	236	1	250	2.11e-21	214
gi|290753032|emb|CBH41008.1|	gi|290752817|emb|CBH40792.1|	56	236	160	332	1.98e-20	207
gi|290753032|emb|CBH41008.1|	gi|290752817|emb|CBH40792.1|	56	229	246	407	2.44e-19	199
gi|290753032|emb|CBH41008.1|	gi|290753043|emb|CBH41019.1|	1	56	1	67	1.69e-20	201
gi|290753032|emb|CBH41008.1|	gi|290753044|emb|CBH41020.1|	1	56	1	59	2.78e-19	195
gi|290753032|emb|CBH41008.1|	gi|290753031|emb|CBH41007.1|	1	58	1	66	4.63e-19	191
gi|290753032|emb|CBH41008.1|	gi|290753034|emb|CBH41010.1|	1	136	1	150	1.09e-17	184
gi|290753032|emb|CBH41008.1|	gi|290752816|emb|CBH40791.1|	1	136	1	150	1.09e-17	184
gi|290753032|emb|CBH41008.1|	gi|290753033|emb|CBH41009.1|	1	96	1	102	1.28e-17	184
gi|290753032|emb|CBH41008.1|	gi|290752814|emb|CBH40789.1|	1	96	1	102	1.28e-17	184
gi|290753032|emb|CBH41008.1|	gi|290753029|emb|CBH41005.1|	1	51	1	47	8.65e-17	180
gi|290753032|emb|CBH41008.1|	gi|290753040|emb|CBH41016.1|	1	41	1	41	1.92e-16	172
gi|290753032|emb|CBH41008.1|	gi|290753036|emb|CBH41012.1|	1	56	1	57	6.84e-16	169
gi|290753032|emb|CBH41008.1|	gi|290752812|emb|CBH40787.1|	1	56	1	57	6.84e-16	169
gi|290753032|emb|CBH41008.1|	gi|290753046|emb|CBH41022.1|	1	47	1	44	1.04e-14	164
gi|290753032|emb|CBH41008.1|	gi|290752815|emb|CBH40790.1|	1	47	1	44	1.04e-14	164
gi|290753032|emb|CBH41008.1|	gi|290753037|emb|CBH41013.1|	1	54	1	54	1.08e-14	159
gi|290753032|emb|CBH41008.1|	gi|290752818|emb|CBH40793.1|	1	54	1	54	1.08e-14	159
gi|290753032|emb|CBH41008.1|	gi|290753035|emb|CBH41011.1|	1	173	1	179	1.03e-12	146
gi|290753032|emb|CBH41008.1|	gi|290752813|emb|CBH40788.1|	1	173	1	179	1.03e-12	146
gi|290753032|emb|CBH41008.1|	gi|290753045|emb|CBH41021.1|	1	47	1	43	5.67e-11	134
gi|290753032|emb|CBH41008.1|	gi|290752501|emb|CBH40473.1|	1	139	1	123	6.78e-11	134
gi|290753032|emb|CBH41008.1|	gi|290752501|emb|CBH40473.1|	140	229	33	123	9.69e-05	86
gi|290753032|emb|CBH41008.1|	gi|290752693|emb|CBH40667.1|	1	101	1	91	2.06e-10	128
gi|290753032|emb|CBH41008.1|	gi|290752692|emb|CBH40666.1|	1	26	1	26	6.78e-10	127
gi|290753032|emb|CBH41008.1|	gi|290752688|emb|CBH40662.1|	1	28	1	28	2.78e-09	121
gi|290753032|emb|CBH41008.1|	gi|290752503|emb|CBH40475.1|	1	44	1	43	4.28e-09	120
gi|290753032|emb|CBH41008.1|	gi|290753041|emb|CBH41017.1|	1	47	1	44	2.52e-08	113
gi|290753032|emb|CBH41008.1|	gi|290752512|emb|CBH40484.1|	1	56	1	49	6.80e-07	104
gi|290753032|emb|CBH41008.1|	gi|290752409|emb|CBH40380.1|	1	142	1	116	8.96e-07	102
gi|290753032|emb|CBH41008.1|	gi|290752409|emb|CBH40380.1|	169	232	54	116	1.49e-05	92
gi|290753032|emb|CBH41008.1|	gi|290752500|emb|CBH40472.1|	1	134	1	107	3.22e-05	90
gi|290753032|emb|CBH41008.1|	gi|290752500|emb|CBH40472.1|	177	224	58	107	0.013	69
gi|290753032|emb|CBH41008.1|	gi|290752903|emb|CBH40878.1|	1	112	1	131	1.12e-04	82
gi|290753032|emb|CBH41008.1|	gi|290752886|emb|CBH40861.1|	3	26	2	26	4.10e-04	82
gi|290753032|emb|CBH41008.1|	gi|290752690|emb|CBH40664.1|	2	28	3	30	0.001	77
gi|290753032|emb|CBH41008.1|	gi|290752941|emb|CBH40916.1|	6	90	8	108	0.002	74
gi|290753032|emb|CBH41008.1|	gi|290752502|emb|CBH40474.1|	1	26	1	25	0.004	72
gi|290753032|emb|CBH41008.1|	gi|290752639|emb|CBH40612.1|	1	25	1	27	0.005	71
gi|290753032|emb|CBH41008.1|	gi|290752525|emb|CBH40497.1|	1	27	1	28	0.005	72
gi|290753032|emb|CBH41008.1|	gi|290753052|emb|CBH41028.1|	1	25	1	25	0.008	69
gi|290753032|emb|CBH41008.1|	gi|290752278|emb|CBH40249.1|	1	108	1	103	0.009	71
gi|290753032|emb|CBH41008.1|	gi|290752622|emb|CBH40595.1|	1	150	1	120	0.014	69
gi|290753032|emb|CBH41008.1|	gi|290752302|emb|CBH40273.1|	1	26	1	27	0.015	69
gi|290753032|emb|CBH41008.1|	gi|290752623|emb|CBH40596.1|	1	43	1	42	0.024	66
gi|290753032|emb|CBH41008.1|	gi|290752428|emb|CBH40399.1|	1	85	1	95	0.064	64
gi|290753032|emb|CBH41008.1|	gi|290752289|emb|CBH40260.1|	1	26	1	25	0.075	63
gi|290753032|emb|CBH41008.1|	gi|290752901|emb|CBH40876.1|	1	52	1	49	0.13	61
gi|290753032|emb|CBH41008.1|	gi|290752495|emb|CBH40467.1|	1	25	1	26	0.15	60
gi|290753032|emb|CBH41008.1|	gi|290753065|emb|CBH41041.1|	2	25	3	25	0.26	54
gi|290753032|emb|CBH41008.1|	gi|290752369|emb|CBH40340.1|	6	43	9	49	0.41	57
gi|290753032|emb|CBH41008.1|	gi|290752972|emb|CBH40947.1|	7	25	9	27	0.43	56
gi|290753032|emb|CBH41008.1|	gi|290752900|emb|CBH40875.1|	1	39	1	38	0.44	57
gi|290753032|emb|CBH41008.1|	gi|290752638|emb|CBH40611.1|	1	34	1	35	0.55	56
gi|290753032|emb|CBH41008.1|	gi|290752867|emb|CBH40842.1|	1	34	1	35	0.79	54
gi|290753032|emb|CBH41008.1|	gi|290752422|emb|CBH40393.1|	7	25	2	20	1.0	54
gi|290753032|emb|CBH41008.1|	gi|290752505|emb|CBH40477.1|	15	26	15	26	1.5	52
gi|290753032|emb|CBH41008.1|	gi|290752575|emb|CBH40547.1|	1	89	6	71	2.1	48
gi|290753032|emb|CBH41008.1|	gi|290752517|emb|CBH40489.1|	1	25	1	25	2.6	51
gi|290753032|emb|CBH41008.1|	gi|290752884|emb|CBH40859.1|	18	38	421	441	4.0	49
gi|290753032|emb|CBH41008.1|	gi|290752895|emb|CBH40870.1|	105	128	291	318	9.0	46
gi|290753033|emb|CBH41009.1|	gi|290753033|emb|CBH41009.1|	1	310	1	310	0.0	1593
gi|290753033|emb|CBH41009.1|	gi|290752814|emb|CBH40789.1|	1	310	1	310	0.0	1593
gi|290753033|emb|CBH41009.1|	gi|290753035|emb|CBH41011.1|	1	145	1	147	8.08e-70	540
gi|290753033|emb|CBH41009.1|	gi|290753035|emb|CBH41011.1|	60	139	149	230	5.97e-32	285
gi|290753033|emb|CBH41009.1|	gi|290752813|emb|CBH40788.1|	1	145	1	147	8.08e-70	540
gi|290753033|emb|CBH41009.1|	gi|290752813|emb|CBH40788.1|	60	139	149	230	5.97e-32	285
gi|290753033|emb|CBH41009.1|	gi|290753029|emb|CBH41005.1|	1	144	1	128	8.08e-40	350
gi|290753033|emb|CBH41009.1|	gi|290753029|emb|CBH41005.1|	70	148	309	387	2.01e-15	173
gi|290753033|emb|CBH41009.1|	gi|290753029|emb|CBH41005.1|	70	144	139	213	1.15e-14	167
gi|290753033|emb|CBH41009.1|	gi|290753029|emb|CBH41005.1|	70	144	224	298	1.15e-14	167
gi|290753033|emb|CBH41009.1|	gi|290753036|emb|CBH41012.1|	1	85	1	85	2.51e-39	335
gi|290753033|emb|CBH41009.1|	gi|290752812|emb|CBH40787.1|	1	85	1	85	2.51e-39	335
gi|290753033|emb|CBH41009.1|	gi|290752512|emb|CBH40484.1|	1	144	1	128	1.41e-26	259
gi|290753033|emb|CBH41009.1|	gi|290752512|emb|CBH40484.1|	70	152	136	214	6.95e-06	97
gi|290753033|emb|CBH41009.1|	gi|290752512|emb|CBH40484.1|	78	152	298	371	6.37e-04	81
gi|290753033|emb|CBH41009.1|	gi|290752512|emb|CBH40484.1|	69	137	460	545	0.002	78
gi|290753033|emb|CBH41009.1|	gi|290753031|emb|CBH41007.1|	1	137	1	147	5.32e-18	187
gi|290753033|emb|CBH41009.1|	gi|290753037|emb|CBH41013.1|	1	79	1	100	3.01e-16	174
gi|290753033|emb|CBH41009.1|	gi|290752818|emb|CBH40793.1|	1	79	1	100	3.01e-16	174
gi|290753033|emb|CBH41009.1|	gi|290753046|emb|CBH41022.1|	1	36	1	36	4.76e-15	170
gi|290753033|emb|CBH41009.1|	gi|290752815|emb|CBH40790.1|	1	36	1	36	4.76e-15	170
gi|290753033|emb|CBH41009.1|	gi|290753034|emb|CBH41010.1|	1	74	1	80	8.27e-15	166
gi|290753033|emb|CBH41009.1|	gi|290752816|emb|CBH40791.1|	1	74	1	80	8.27e-15	166
gi|290753033|emb|CBH41009.1|	gi|290753043|emb|CBH41019.1|	1	71	1	80	5.12e-14	157
gi|290753033|emb|CBH41009.1|	gi|290753044|emb|CBH41020.1|	1	264	1	229	2.28e-12	147
gi|290753033|emb|CBH41009.1|	gi|290753040|emb|CBH41016.1|	1	43	1	40	2.58e-12	145
gi|290753033|emb|CBH41009.1|	gi|290753042|emb|CBH41018.1|	1	148	1	160	5.90e-12	146
gi|290753033|emb|CBH41009.1|	gi|290752817|emb|CBH40792.1|	1	148	1	160	5.90e-12	146
gi|290753033|emb|CBH41009.1|	gi|290752692|emb|CBH40666.1|	1	40	1	41	9.16e-11	136
gi|290753033|emb|CBH41009.1|	gi|290753032|emb|CBH41008.1|	1	102	1	96	1.07e-10	133
gi|290753033|emb|CBH41009.1|	gi|290752693|emb|CBH40667.1|	1	26	1	26	3.87e-10	128
gi|290753033|emb|CBH41009.1|	gi|290752688|emb|CBH40662.1|	1	30	1	30	1.02e-09	127
gi|290753033|emb|CBH41009.1|	gi|290753030|emb|CBH41006.1|	1	150	1	165	1.53e-09	126
gi|290753033|emb|CBH41009.1|	gi|290753041|emb|CBH41017.1|	1	79	1	100	9.01e-09	119
gi|290753033|emb|CBH41009.1|	gi|290753045|emb|CBH41021.1|	1	53	1	51	1.91e-07	109
gi|290753033|emb|CBH41009.1|	gi|290752503|emb|CBH40475.1|	1	36	1	34	1.06e-06	103
gi|290753033|emb|CBH41009.1|	gi|290752399|emb|CBH40370.1|	49	146	18	111	5.28e-06	98
gi|290753033|emb|CBH41009.1|	gi|290752941|emb|CBH40916.1|	6	67	8	77	1.94e-05	92
gi|290753033|emb|CBH41009.1|	gi|290752886|emb|CBH40861.1|	1	26	1	26	1.09e-04	88
gi|290753033|emb|CBH41009.1|	gi|290752903|emb|CBH40878.1|	1	56	1	55	3.46e-04	79
gi|290753033|emb|CBH41009.1|	gi|290752639|emb|CBH40612.1|	2	45	3	38	3.71e-04	81
gi|290753033|emb|CBH41009.1|	gi|290752690|emb|CBH40664.1|	2	30	3	32	6.24e-04	81
gi|290753033|emb|CBH41009.1|	gi|290752302|emb|CBH40273.1|	1	26	1	27	0.003	76
gi|290753033|emb|CBH41009.1|	gi|290753052|emb|CBH41028.1|	1	25	1	25	0.006	71
gi|290753033|emb|CBH41009.1|	gi|290752502|emb|CBH40474.1|	1	27	1	26	0.008	71
gi|290753033|emb|CBH41009.1|	gi|290752623|emb|CBH40596.1|	1	52	1	49	0.012	70
gi|290753033|emb|CBH41009.1|	gi|290752278|emb|CBH40249.1|	1	27	1	27	0.016	70
gi|290753033|emb|CBH41009.1|	gi|290752525|emb|CBH40497.1|	1	26	1	27	0.017	70
gi|290753033|emb|CBH41009.1|	gi|290752500|emb|CBH40472.1|	1	29	1	31	0.026	68
gi|290753033|emb|CBH41009.1|	gi|290752500|emb|CBH40472.1|	89	169	133	217	7.7	47
gi|290753033|emb|CBH41009.1|	gi|290752744|emb|CBH40719.1|	1	23	1	23	0.029	67
gi|290753033|emb|CBH41009.1|	gi|290752422|emb|CBH40393.1|	6	43	1	42	0.033	67
gi|290753033|emb|CBH41009.1|	gi|290752289|emb|CBH40260.1|	1	30	1	29	0.077	64
gi|290753033|emb|CBH41009.1|	gi|290752638|emb|CBH40611.1|	1	66	1	64	0.43	58
gi|290753033|emb|CBH41009.1|	gi|290752972|emb|CBH40947.1|	6	27	8	29	0.48	57
gi|290753033|emb|CBH41009.1|	gi|290752369|emb|CBH40340.1|	6	25	9	28	0.52	58
gi|290753033|emb|CBH41009.1|	gi|290752613|emb|CBH40585.1|	124	148	171	195	0.88	56
gi|290753033|emb|CBH41009.1|	gi|290752409|emb|CBH40380.1|	1	25	1	25	0.90	55
gi|290753033|emb|CBH41009.1|	gi|290752914|emb|CBH40889.1|	3	56	2	63	1.2	53
gi|290753033|emb|CBH41009.1|	gi|290752901|emb|CBH40876.1|	1	65	1	59	1.4	54
gi|290753033|emb|CBH41009.1|	gi|290752900|emb|CBH40875.1|	3	25	2	23	1.6	53
gi|290753033|emb|CBH41009.1|	gi|290752709|emb|CBH40683.1|	180	274	279	377	2.0	53
gi|290753033|emb|CBH41009.1|	gi|290752685|emb|CBH40658.1|	1	25	1	25	2.3	52
gi|290753033|emb|CBH41009.1|	gi|290752505|emb|CBH40477.1|	15	26	15	26	2.4	51
gi|290753033|emb|CBH41009.1|	gi|290752593|emb|CBH40565.1|	235	267	86	118	2.5	52
gi|290753033|emb|CBH41009.1|	gi|290752867|emb|CBH40842.1|	1	44	1	45	3.1	50
gi|290753033|emb|CBH41009.1|	gi|290752747|emb|CBH40722.1|	206	261	214	265	3.6	50
gi|290753033|emb|CBH41009.1|	gi|290752517|emb|CBH40489.1|	1	25	1	25	4.3	50
gi|290753033|emb|CBH41009.1|	gi|290752965|emb|CBH40940.1|	188	228	184	221	4.5	50
gi|290753033|emb|CBH41009.1|	gi|290752620|emb|CBH40593.1|	176	234	33	90	4.7	50
gi|290753033|emb|CBH41009.1|	gi|290752501|emb|CBH40473.1|	1	206	1	180	5.3	49
gi|290753033|emb|CBH41009.1|	gi|290752911|emb|CBH40886.1|	70	103	1306	1339	7.1	48
gi|290753033|emb|CBH41009.1|	gi|290752911|emb|CBH40886.1|	165	207	169	205	7.8	48
gi|290753033|emb|CBH41009.1|	gi|290752905|emb|CBH40880.1|	209	298	49	123	7.6	48
gi|290753033|emb|CBH41009.1|	gi|290752499|emb|CBH40471.1|	113	148	367	402	9.4	47
gi|290753033|emb|CBH41009.1|	gi|290752575|emb|CBH40547.1|	1	25	6	30	9.5	44
gi|290753033|emb|CBH41009.1|	gi|290753064|emb|CBH41040.1|	168	187	254	273	9.6	47
gi|290753034|emb|CBH41010.1|	gi|290753034|emb|CBH41010.1|	1	287	1	287	0.0	1450
gi|290753034|emb|CBH41010.1|	gi|290752816|emb|CBH40791.1|	1	287	1	287	0.0	1450
gi|290753034|emb|CBH41010.1|	gi|290753036|emb|CBH41012.1|	1	163	1	157	3.74e-36	312
gi|290753034|emb|CBH41010.1|	gi|290753036|emb|CBH41012.1|	68	151	149	232	3.08e-16	173
gi|290753034|emb|CBH41010.1|	gi|290752812|emb|CBH40787.1|	1	163	1	157	3.74e-36	312
gi|290753034|emb|CBH41010.1|	gi|290752812|emb|CBH40787.1|	68	151	149	232	3.08e-16	173
gi|290753034|emb|CBH41010.1|	gi|290753043|emb|CBH41019.1|	145	286	68	217	8.51e-32	282
gi|290753034|emb|CBH41010.1|	gi|290753043|emb|CBH41019.1|	1	71	1	77	9.15e-25	233
gi|290753034|emb|CBH41010.1|	gi|290753030|emb|CBH41006.1|	1	107	1	109	1.74e-26	251
gi|290753034|emb|CBH41010.1|	gi|290753040|emb|CBH41016.1|	155	286	82	223	2.10e-20	203
gi|290753034|emb|CBH41010.1|	gi|290753040|emb|CBH41016.1|	1	55	1	46	1.17e-14	161
gi|290753034|emb|CBH41010.1|	gi|290753031|emb|CBH41007.1|	1	107	1	106	2.72e-20	202
gi|290753034|emb|CBH41010.1|	gi|290753037|emb|CBH41013.1|	1	64	1	56	2.45e-17	181
gi|290753034|emb|CBH41010.1|	gi|290752818|emb|CBH40793.1|	1	64	1	56	2.45e-17	181
gi|290753034|emb|CBH41010.1|	gi|290753046|emb|CBH41022.1|	1	55	1	47	4.52e-16	177
gi|290753034|emb|CBH41010.1|	gi|290752815|emb|CBH40790.1|	1	55	1	47	4.52e-16	177
gi|290753034|emb|CBH41010.1|	gi|290753042|emb|CBH41018.1|	1	107	1	106	4.71e-16	177
gi|290753034|emb|CBH41010.1|	gi|290752817|emb|CBH40792.1|	1	107	1	106	4.71e-16	177
gi|290753034|emb|CBH41010.1|	gi|290753029|emb|CBH41005.1|	1	92	1	72	3.64e-15	170
gi|290753034|emb|CBH41010.1|	gi|290753033|emb|CBH41009.1|	1	80	1	74	7.66e-15	166
gi|290753034|emb|CBH41010.1|	gi|290752814|emb|CBH40789.1|	1	80	1	74	7.66e-15	166
gi|290753034|emb|CBH41010.1|	gi|290753044|emb|CBH41020.1|	1	107	1	101	1.44e-13	155
gi|290753034|emb|CBH41010.1|	gi|290752503|emb|CBH40475.1|	1	177	1	161	3.26e-12	145
gi|290753034|emb|CBH41010.1|	gi|290753032|emb|CBH41008.1|	1	150	1	136	1.13e-11	140
gi|290753034|emb|CBH41010.1|	gi|290752688|emb|CBH40662.1|	1	28	1	28	1.14e-10	134
gi|290753034|emb|CBH41010.1|	gi|290752512|emb|CBH40484.1|	1	47	1	46	1.55e-10	134
gi|290753034|emb|CBH41010.1|	gi|290752512|emb|CBH40484.1|	122	147	258	283	3.7	50
gi|290753034|emb|CBH41010.1|	gi|290752693|emb|CBH40667.1|	1	76	1	71	2.01e-10	130
gi|290753034|emb|CBH41010.1|	gi|290753041|emb|CBH41017.1|	1	55	1	47	4.75e-10	128
gi|290753034|emb|CBH41010.1|	gi|290753035|emb|CBH41011.1|	1	167	1	156	1.51e-09	124
gi|290753034|emb|CBH41010.1|	gi|290752813|emb|CBH40788.1|	1	167	1	156	1.51e-09	124
gi|290753034|emb|CBH41010.1|	gi|290753045|emb|CBH41021.1|	1	57	1	48	3.20e-08	114
gi|290753034|emb|CBH41010.1|	gi|290752903|emb|CBH40878.1|	1	60	1	52	9.53e-07	98
gi|290753034|emb|CBH41010.1|	gi|290752690|emb|CBH40664.1|	2	28	3	30	8.34e-05	87
gi|290753034|emb|CBH41010.1|	gi|290752941|emb|CBH40916.1|	6	77	8	78	1.58e-04	85
gi|290753034|emb|CBH41010.1|	gi|290752501|emb|CBH40473.1|	1	69	1	67	0.001	78
gi|290753034|emb|CBH41010.1|	gi|290753052|emb|CBH41028.1|	1	25	1	25	0.005	71
gi|290753034|emb|CBH41010.1|	gi|290752886|emb|CBH40861.1|	1	25	1	25	0.007	73
gi|290753034|emb|CBH41010.1|	gi|290752369|emb|CBH40340.1|	6	44	9	49	0.007	73
gi|290753034|emb|CBH41010.1|	gi|290752639|emb|CBH40612.1|	2	26	3	28	0.008	70
gi|290753034|emb|CBH41010.1|	gi|290752502|emb|CBH40474.1|	1	26	1	25	0.009	70
gi|290753034|emb|CBH41010.1|	gi|290752302|emb|CBH40273.1|	1	25	1	26	0.009	72
gi|290753034|emb|CBH41010.1|	gi|290752495|emb|CBH40467.1|	1	27	1	28	0.015	69
gi|290753034|emb|CBH41010.1|	gi|290752744|emb|CBH40719.1|	1	23	1	23	0.016	69
gi|290753034|emb|CBH41010.1|	gi|290752623|emb|CBH40596.1|	1	62	1	60	0.024	67
gi|290753034|emb|CBH41010.1|	gi|290752422|emb|CBH40393.1|	6	67	1	52	0.030	67
gi|290753034|emb|CBH41010.1|	gi|290752278|emb|CBH40249.1|	1	25	1	25	0.037	66
gi|290753034|emb|CBH41010.1|	gi|290753065|emb|CBH41041.1|	2	26	3	26	0.049	60
gi|290753034|emb|CBH41010.1|	gi|290752428|emb|CBH40399.1|	1	56	1	59	0.071	64
gi|290753034|emb|CBH41010.1|	gi|290752500|emb|CBH40472.1|	1	30	1	32	0.10	62
gi|290753034|emb|CBH41010.1|	gi|290752972|emb|CBH40947.1|	7	77	9	79	0.13	62
gi|290753034|emb|CBH41010.1|	gi|290752867|emb|CBH40842.1|	1	30	1	31	0.18	60
gi|290753034|emb|CBH41010.1|	gi|290752409|emb|CBH40380.1|	1	25	1	25	0.28	59
gi|290753034|emb|CBH41010.1|	gi|290752505|emb|CBH40477.1|	15	38	15	40	0.44	57
gi|290753034|emb|CBH41010.1|	gi|290752494|emb|CBH40466.1|	1	25	1	24	0.63	56
gi|290753034|emb|CBH41010.1|	gi|290752777|emb|CBH40752.1|	129	252	3	128	0.68	56
gi|290753034|emb|CBH41010.1|	gi|290752638|emb|CBH40611.1|	1	26	1	27	0.81	55
gi|290753034|emb|CBH41010.1|	gi|290752289|emb|CBH40260.1|	1	25	1	24	0.95	55
gi|290753034|emb|CBH41010.1|	gi|290752976|emb|CBH40952.1|	159	201	271	315	1.3	54
gi|290753034|emb|CBH41010.1|	gi|290752900|emb|CBH40875.1|	1	37	1	35	1.6	53
gi|290753034|emb|CBH41010.1|	gi|290752676|emb|CBH40649.1|	3	48	9	60	2.0	52
gi|290753034|emb|CBH41010.1|	gi|290752848|emb|CBH40823.1|	256	287	41	72	3.4	50
